wl_um,half_bin_um,clean_binned,model_binned,err_obs,residual,chi2_contrib
3.705633,0.005462824,0.002469698381675375,0.00246786612976683,5.560225e-05,-1.8322519085450274e-06,0.0010858894988991755
3.716542,0.005446399,0.0024663080405976944,0.0024688571723940934,5.57277e-05,2.549131796399009e-06,0.0020923885843621565
3.727419,0.005430215,0.002471314787754313,0.002468085128958942,5.584662e-05,-3.229658795370679e-06,0.003344409885759043
3.738263,0.005414056,0.0024627267934831413,0.002466442264400363,5.608919e-05,3.7154709172215056e-06,0.004388028057930018
3.749075,0.005398063,0.002465528197938389,0.002465613390647796,5.635319e-05,8.519270940695461e-08,2.285429612640834e-06
3.759856,0.005382232,0.0024572522683612877,0.0024666663192737326,5.666106e-05,9.414050912444957e-06,0.027604742194771312
3.770604,0.005366442,0.002467695299107883,0.0024704921409552123,5.692105e-05,2.7968418473290485e-06,0.002414293208247498
3.781321,0.005350896,0.002463954591489494,0.0024723377061771816,5.703816e-05,8.38311468768756e-06,0.021601295657435033
3.792008,0.005335373,0.0024644733593726107,0.0024672180847582193,5.718805e-05,2.7447253856086214e-06,0.0023034947231605853
3.802663,0.005319974,0.0024587713852987345,0.0024582204215173905,5.7547e-05,-5.50963781343998e-07,9.16644052192048e-05
3.813288,0.005304748,0.0024530336655516575,0.002451379487246809,5.800227e-05,-1.6541783048485553e-06,0.0008133447354651644
3.823882,0.005289566,0.0024486446814902417,0.0024488135659681176,5.846441e-05,1.6888447787596558e-07,8.344423325897082e-06
3.834446,0.005274631,0.002453658670291574,0.0024539764412065297,5.891049e-05,3.177709149556826e-07,2.909665192279103e-05
3.84498,0.005259801,0.00246765331962218,0.002466503641818022,5.92419e-05,-1.1496778041580544e-06,0.00037661215826360336
3.855485,0.005245,0.0024599879960508046,0.002471898271441263,5.948496e-05,1.1910275390458226e-05,0.0400893725481778
3.86596,0.005230246,0.0024615425959413364,0.002469153120150446,5.955138e-05,7.6105242091096224e-06,0.016332229863834504
3.876406,0.005215512,0.0024656453371134875,0.0024632345957677866,5.970783e-05,-2.4107413457009723e-06,0.001630191624374488
3.886822,0.005201052,0.0024563660782419626,0.0024597384033658498,6.017863e-05,3.372325123887198e-06,0.003140322732138985
3.89721,0.005186719,0.002460569919921439,0.0024573018839800266,6.080916e-05,-3.268035941412454e-06,0.0028882557054719107
3.907569,0.005172453,0.0024594000149185708,0.002456189096615761,6.125821e-05,-3.2109183028096802e-06,0.002747450690820886
3.9179,0.005158434,0.0024549549579262232,0.002454104560821906,6.13771e-05,-8.503971043170334e-07,0.00019196887337494129
3.928203,0.00514452,0.0024541939354947896,0.002449072774828117,6.125923e-05,-5.121160666672533e-06,0.006988657147140702
3.938478,0.005130641,0.002451066509923215,0.002442588173957296,6.133905e-05,-8.478335965919279e-06,0.019105004892276574
